관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
26260-00015,솔밭공원,소공원,,부산광역시 동래구 온천동 1020-18,35.211738,129.066977,367.7,,,,,,2021-09-01,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00016,고당공원,소공원,,부산광역시 동래구 온천동 15-8,35.224059,129.078222,521,,,,,,2010-06-16,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00017,금산공원,소공원,,부산광역시 동래구 온천동 296-17,35.218818,129.076694,407,,,,,,2010-06-16,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00018,한길소공원,소공원,,부산광역시 동래구 사직동 1045,35.19792059,129.0666585,724.6,,,,,,2007-06-13,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00019,여고소공원,소공원,,부산광역시 동래구 사직동 1043,35.19792059,129.0666585,2062.7,,,,,,2007-06-13,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00021,소공원(복산1주택재개발),소공원,부산광역시 동래구 동래로159번길 109-13,부산광역시 동래구 칠산동 51-1,35.207669,129.092689,5943,,,,,,2022-06-22,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00022,소공원(안락1주택재건축),소공원,,부산광역시 동래구 명장동 152-4,35.201863,129.109632,4064.2,,,,,,2012-01-18,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00023,소공원(안락1주택재건축),소공원,부산광역시 동래구 안락로125번길 35,부산광역시 동래구 안락동 466-1,35.200624,129.110977,955.5,,,,,,2012-01-18,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00024,소공원(사직1주택재건축),소공원,부산광역시 동래구 석사로33번길 51,부산광역시 동래구 사직동 15-1,35.20130207,129.0609885,398,,,,,,2022-05-04,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00025,대명소공원,소공원,,부산광역시 동래구 명장동 508-81,35.21130193,129.0983911,837,,,,,,2021-01-20,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00026,신정소공원,소공원,,부산광역시 동래구 사직동 1044,35.196715,129.0666314,405.2,,,,,,2013-08-21,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00027,명서공원,어린이공원,부산광역시 동래구 명서로 111,부산광역시 동래구 명장동 506-3,35.212224,129.100218,972,,어린이놀이시설,,,,1982-09-01,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00028,세실공원,어린이공원,,부산광역시 동래구 명장동 506-18,35.209175,129.100539,4705,,어린이놀이시설,,,,1982-09-01,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00029,안락꽃밭공원,어린이공원,,부산광역시 동래구 안락동 171-8,35.19099348,129.112504,1157,,어린이놀이시설,,,,1973-01-31,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00030,연안꽃동산공원,어린이공원,,부산광역시 동래구 낙민동 80,35.19394139,129.091889,728.2,,,,,,1973-01-31,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00031,온천어린이공원,어린이공원,,부산광역시 동래구 온천동 387-10,35.214377,129.072262,598,,어린이놀이시설,,,,1998-06-10,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00032,온천3동공원,어린이공원,부산광역시 동래구 아시아드대로 220번길 34,부산광역시 동래구 온천동 1379-1,35.202827,129.068595,657.9,,,,,,1969-08-21,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00033,미남공원,어린이공원,부산광역시 동래구 석사북로 93,부산광역시 동래구 온천동 1236-10,35.205742,129.066217,661.2,,어린이놀이시설,,,,1969-08-21,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00044,화현공원,어린이공원,,부산광역시 동래구 명장동 611-2,35.200824,129.106906,1960,,어린이놀이시설,,,,1982-01-30,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00034,사직놀이공원,어린이공원,,부산광역시 동래구 사직동 54-2,35.200807,129.063638,660.8,,어린이놀이시설,,,,1969-08-21,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00035,사직한밭공원,어린이공원,,부산광역시 동래구 사직동 16-7,35.19990711,129.059145,677,,어린이놀이시설,,,,1969-08-21,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00036,단비동산공원,어린이공원,부산광역시 동래구 석사로18번길 31,부산광역시 동래구 사직동 74-17,35.19779575,129.063094,658.5,,,,,,1969-08-21,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00037,안락꿈돌이공원,어린이공원,,부산광역시 동래구 안락동 455-8,35.199551,129.106137,1615.2,,어린이놀이시설,,,,1972-02-26,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00038,명장한마음공원,어린이공원,부산광역시 동래구 명안로78번길 9,부산광역시 동래구 명장동 136-13,35.203709,129.104858,1616.9,,어린이놀이시설,,,,1972-02-26,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00039,하늘공원,어린이공원,,부산광역시 동래구 온천동 1853-28,35.211947,129.0704191,3640.9,,어린이놀이시설,,,,2021-09-01,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00040,꿈나무공원,어린이공원,,부산광역시 동래구 온천동 1853-13,35.20990174,129.0692532,3482.5,,어린이놀이시설,,,,2021-09-01,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00041,숲향기공원,어린이공원,,부산광역시 동래구 온천동 1853-9,35.21021924,129.0662569,3386.6,,어린이놀이시설,,,,2021-09-01,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00042,어린이공원(안락1주택재건축),어린이공원,부산광역시 동래구 명장로106번길 41-4,부산광역시 동래구 명장동 150-10,35.20180676,129.108544,1549.8,,,,,,2012-01-18,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00043,어린이공원(안락1주택재건축),어린이공원,부산광역시 동래구 명장로106번길 3-4,부산광역시 동래구 명장동 152-15,35.20169813,129.1106403,1649.5,,,,,,2012-01-18,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00045,온새미로공원,소공원,,부산광역시 동래구 온천동 1836,35.20843173,129.0629303,540.8,,,,,,2015-07-15,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00046,석사공원(사직1-6재건축),어린이공원,,부산광역시 동래구 사직동 632-64,35.201944,129.059348,2660,,,,,,2015-07-15,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00047,소공원(복산1주택재개발),소공원,부산광역시 동래구 동래로157번나길 30,부산광역시 동래구 복천동 87-1,35.2052367,129.0888983,11675,,,,,,2022-06-22,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00048,가로공원(북산1주택재개발),기타,부산광역시 동래구 칠산로50번길 21-4,부산광역시 동래구 칠산동 70-8,35.205784,129.0926947,7198,,,,,,2022-06-22,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00049,어린이공원,어린이공원,,부산광역시 동래구 수안동 7-11,35.19916919,129.0812171,1732.7,,,,,,2023-02-15,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00050,어린이공원(낙민1재건축),어린이공원,부산광역시 동래구 반송로171번길 44,부산광역시 동래구 낙민동 20-49,35.197295,129.0928457,4236,,,,,,2023-10-18,부산광역시 동래구청,051-550-4511,2025-08-26
26260-00051,사직A소공원,소공원,부산광역시 동래구 여고로113번길11,부산광역시 동래구 사직동 157-44,35.1989266,129.074942,2388,,,,,,2023-06-21,부산광역시 동래구청,051-550-4511,2025-08-26
