관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
26320-00016,꿈마루공원,어린이공원,부산광역시 북구 팽나무로 58,부산광역시 북구 덕천동 813,35.205895,129.0118896,1741.4,,조합놀이대,,,,1988-12-23,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00015,꿈나래공원,어린이공원,,부산광역시 북구 덕천동 805,35.20600869,129.0132406,2068.2,거꾸리+자전거타기+윗몸일으키기+옆파도타기+하늘걷기+등허리지압기+양팔줄당기기+온몸근육풀기+허리돌리기,조합놀이대,파고라,,,1988-12-23,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00014,기비골공원,어린이공원,부산광역시 북구 만덕대로155번길 86-9,부산광역시 북구 덕천동 814-2,35.21803874,129.0211140,3085.5,옆파도타기+하늘걷기+마라톤운동기+양팔줄당기기+어깨근육풀기+허리돌리기,조합놀이대,파고라,경로당,,1990-11-23,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00013,금빛공원,어린이공원,,부산광역시 북구 금곡동 53-2,35.26798628,129.0198289,1554.1,,조합놀이대+흔들놀이기구,파고라,,,1991-01-09,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00012,그린달님공원,어린이공원,,부산광역시 북구 화명동 306,35.2451383,129.0238495,2550.4,1단철봉+양팔줄당기기+어깨근육풀기+허리돌리기,조합놀이대+흔들놀이기구+그네,파고라,,,1992-06-23,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00011,그린꽃님공원,어린이공원,,부산광역시 북구 화명동 513,35.23998415,129.0225760,2700.1,3단철봉+거꾸리+옆파도타기+하늘걷기+마라톤운동기+양팔줄당기기+허리돌리기,조합놀이대+흔들놀이기구+그네+오르는기구+철봉,파고라,,,1996-06-01,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00010,구삼공원,어린이공원,,부산광역시 북구 구포동 1260-19,35.19586792,129.0067365,1494.6,3단철봉+거꾸리+평행봉+마라톤운동기+다리뻗치기+양팔줄당기기+어깨근육풀기+허리돌리기,조합놀이대,파고라,,,1984-03-22,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00009,공창공원,어린이공원,,부산광역시 북구 금곡동 92-1,35.26369535,129.0167932,1507.6,옆파도타기+하늘걷기+마라톤운동기+다리뻗치기+온몸근육풀기+어깨근육풀기+허리돌리기,조합놀이대+흔들놀이기구,파고라,화장실,,1991-01-09,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00008,견우공원,어린이공원,,부산광역시 북구 화명동 731,35.23680814,129.0179882,3669.9,거꾸리+윗몸일으키기+옆파도타기+하늘걷기+온몸근육풀기+허리돌리기,조합놀이대+흔들놀이기구+오르는기구+건너는기구,파고라,,,1999-04-27,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00007,건강공원,어린이공원,,부산광역시 북구 금곡동 57-2,35.26381864,129.0212822,1600.1,1단철봉+옆파도타기+다리뻗치기+등허리지압기+양팔줄당기기+온몸근육풀기+어깨근육풀기+온몸역기내리기+허리돌리기,조합놀이대+흔들놀이기구,파고라,화장실,,1991-01-09,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00006,거북공원,어린이공원,부산광역시 북구 낙동북로648번길 11,부산광역시 북구 구포동 1075-17,35.20217234,128.9954043,520,옆파도타기+하늘걷기+마라톤운동기+등허리지압기+양팔줄당기기+어깨근육풀기+온몸역기올리기+허리돌리기,조합놀이대+흔들놀이기구,파고라,,,2014-03-05,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00005,개나리공원,어린이공원,,부산광역시 북구 만덕동 912-1,35.21094624,129.0273294,1905.8,거꾸리+옆파도타기+하늘걷기+어깨근육풀기+온몸역기올리기+허리돌리기,조합놀이대+오르는기구,파고라,화장실,,1987-04-10,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00004,풀소리공원,어린이공원,,부산광역시 북구 만덕동 960-4,35.21648039,129.0358237,1500,,조합놀이대,파고라,,,2007-10-03,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00003,물소리공원,어린이공원,,부산광역시 북구 만덕동 959-13,35.21409371,129.0376935,3049.2,,조합놀이대,파고라,,,2007-10-03,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00002,새소리공원,어린이공원,,부산광역시 북구 만덕동 960-6,35.2147643,129.0330670,2076.2,,조합놀이대,파고라,,,2007-10-03,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
26320-00001,물샘공원,어린이공원,,부산광역시 북구 만덕동 812,35.21837007,129.0394830,460,,,,,,2015-09-23,부산광역시 북구청 공원녹지과,051-309-2054,2025-06-18
